RID,VERSION,STATUS,IP,HTTP_URL,SESSION,START,DURATION,SRC,EXTID,consent,q2,q3,q4,q5,q89_1,q89_2,q7,q89_3,q89_4,q8,bid_random,bid,q9,q10,q11,q11_other,block,design_offset,q16_1,q16_2,q16_3,q16_4,q16_5,q16_6,q16_7,q17_1,q17_2,q18,q19,q20,q20_other,q21,q22,q23,q24
902,6,7,Anonymised,Anonymised,Anonymised,1655317219.08162,387.442,Prolific,Anonymised,1,2,2,Anonymised,1,2,3,2,3,3,3,8,£60.00,1,,,Anonymised,1,0,11,8,11,8,11,11,11,3,3,1,2,2,Anonymised,4,6,9,Anonymised
884,6,7,Anonymised,Anonymised,Anonymised,1655317149.25013,459.342,Prolific,Anonymised,1,2,3,Anonymised,1,2,2,2,3,3,7,9,£70.00,1,,,Anonymised,2,4,11,9,11,9,10,11,11,5,4,1,1,1,Anonymised,5,7,10,Anonymised
918,6,7,Anonymised,Anonymised,Anonymised,1655317266.76236,350.618,Prolific,Anonymised,1,2,2,Anonymised,1,2,4,2,3,3,7,3,£10.00,2,,1,Anonymised,1,0,9,7,9,6,9,9,9,3,3,1,2,2,Anonymised,5,7,10,Anonymised
919,6,7,Anonymised,Anonymised,Anonymised,1655317269.19497,357.006,Prolific,Anonymised,1,2,1,Anonymised,1,3,3,2,-2,1,12,6,£40.00,,2,2,Anonymised,2,4,11,8,11,6,10,11,6,3,3,1,2,1,Anonymised,5,9,9,Anonymised
934,6,7,Anonymised,Anonymised,Anonymised,1655317384.45609,245.32,Prolific,Anonymised,1,2,2,Anonymised,1,2,2,2,2,1,6,5,£30.00,1,,,Anonymised,1,0,11,7,9,9,9,9,9,4,3,1,1,1,Anonymised,5,7,8,Anonymised
909,6,7,Anonymised,Anonymised,Anonymised,1655317250.82544,379.477,Prolific,Anonymised,1,1,2,Anonymised,1,3,2,2,-2,1,3,8,£60.00,2,,2,Anonymised,1,0,8,4,4,2,9,10,11,3,3,1,2,1,Anonymised,5,7,9,Anonymised
879,6,7,Anonymised,Anonymised,Anonymised,1655317116.12227,514.825,Prolific,Anonymised,1,2,2,Anonymised,1,1,0,2,0,-1,3,3,£10.00,2,,2,Anonymised,1,0,6,6,6,6,6,6,6,3,3,1,2,2,Anonymised,3,7,9,Anonymised
931,6,7,Anonymised,Anonymised,Anonymised,1655317352.88964,279.562,Prolific,Anonymised,1,1,2,Anonymised,1,3,1,2,1,2,6,9,£70.00,1,,,Anonymised,2,4,10,9,7,7,8,8,9,3,3,1,1,1,Anonymised,4,10,10,Anonymised
727,6,7,Anonymised,Anonymised,Anonymised,1655316497.98356,1138.398,Prolific,Anonymised,1,1,2,Anonymised,1,2,1,2,1,2,8,3,£10.00,1,,,Anonymised,2,4,6,4,8,6,8,8,8,3,3,2,2,2,Anonymised,4,9,10,Anonymised
809,6,7,Anonymised,Anonymised,Anonymised,1655316857.76782,785.903,Prolific,Anonymised,1,2,1,Anonymised,1,3,2,2,0,4,9,1,£1.00,1,,,Anonymised,2,4,11,8,11,6,11,11,11,4,4,1,2,2,Anonymised,5,4,8,Anonymised
858,6,7,Anonymised,Anonymised,Anonymised,1655317029.01049,615.302,Prolific,Anonymised,1,2,4,Anonymised,3,2,3,2,3,2,3,1,£1.00,1,,,Anonymised,2,4,11,11,11,11,11,11,11,3,3,1,2,2,Anonymised,5,9,10,Anonymised
794,6,7,Anonymised,Anonymised,Anonymised,1655316803.99985,842.14,Prolific,Anonymised,1,1,2,Anonymised,4,1,3,1,2,2,9,7,£50.00,2,,2,Anonymised,2,4,10,5,6,5,7,9,9,3,3,1,2,1,Anonymised,5,9,10,Anonymised
890,6,7,Anonymised,Anonymised,Anonymised,1655317172.80656,478.134,Prolific,Anonymised,1,2,1,Anonymised,1,2,1,2,-1,3,6,3,£10.00,1,,,Anonymised,2,4,10,9,9,10,11,11,11,5,3,1,2,1,Anonymised,5,3,8,Anonymised
925,6,7,Anonymised,Anonymised,Anonymised,1655317306.64941,347.053,Prolific,Anonymised,1,2,2,Anonymised,1,1,3,2,3,0,5,7,£50.00,1,,,Anonymised,2,4,11,2,11,6,8,9,10,5,4,2,2,1,Anonymised,3,5,10,Anonymised
891,6,7,Anonymised,Anonymised,Anonymised,1655317175.59662,484.87,Prolific,Anonymised,1,2,3,Anonymised,1,2,2,2,2,-2,4,9,£70.00,1,,,Anonymised,1,0,11,9,11,8,8,8,8,3,3,2,2,2,Anonymised,5,6,10,Anonymised
896,6,7,Anonymised,Anonymised,Anonymised,1655317181.45663,493.183,Prolific,Anonymised,1,2,1,Anonymised,1,0,0,2,0,5,3,2,£5.00,1,,,Anonymised,1,0,11,11,9,6,9,9,9,5,3,1,2,1,Anonymised,5,7,10,Anonymised
959,6,7,Anonymised,Anonymised,Anonymised,1655317490.19439,187.758,Prolific,Anonymised,1,2,1,Anonymised,1,4,3,2,1,-1,4,8,£60.00,1,,,Anonymised,2,4,8,8,7,7,9,6,9,4,5,2,1,1,Anonymised,3,1,10,Anonymised
928,6,7,Anonymised,Anonymised,Anonymised,1655317337.62328,346.246,Prolific,Anonymised,1,2,4,Anonymised,1,2,3,2,3,1,4,2,£5.00,1,,,Anonymised,1,0,8,6,7,5,9,11,11,4,4,1,2,1,Anonymised,5,9,9,Anonymised
868,6,7,Anonymised,Anonymised,Anonymised,1655317072.15989,615.056,Prolific,Anonymised,1,2,3,Anonymised,1,2,0,2,0,0,6,2,£5.00,1,,,Anonymised,2,4,3,1,3,2,3,3,5,3,3,1,2,2,Anonymised,4,3,10,Anonymised
899,6,7,Anonymised,Anonymised,Anonymised,1655317206.05854,481.951,Prolific,Anonymised,1,1,1,Anonymised,1,1,0,4,0,1,6,7,£50.00,1,,,Anonymised,1,0,8,8,6,6,6,6,6,3,3,2,2,1,Anonymised,3,6,9,Anonymised
921,6,7,Anonymised,Anonymised,Anonymised,1655317284.30144,431.194,Prolific,Anonymised,1,2,3,Anonymised,4,0,3,2,2,2,4,5,£30.00,1,,,Anonymised,2,4,11,10,8,8,9,10,11,3,3,1,2,1,Anonymised,5,7,8,Anonymised
950,6,7,Anonymised,Anonymised,Anonymised,1655317458.0195,258.832,Prolific,Anonymised,1,2,1,Anonymised,3,4,3,2,2,4,9,1,£1.00,1,,,Anonymised,1,0,10,7,10,6,9,10,11,4,3,2,2,2,Anonymised,5,10,10,Anonymised
932,6,7,Anonymised,Anonymised,Anonymised,1655317364.73593,353.629,Prolific,Anonymised,1,2,2,Anonymised,3,3,2,4,2,2,6,5,£30.00,2,,2,Anonymised,1,0,8,8,8,6,9,11,11,4,4,2,1,1,Anonymised,5,9,7,Anonymised
893,6,7,Anonymised,Anonymised,Anonymised,1655317176.81731,541.839,Prolific,Anonymised,1,2,1,Anonymised,3,2,0,2,0,0,6,1,£1.00,1,,,Anonymised,1,0,11,6,8,6,10,10,10,4,3,2,2,1,Anonymised,5,4,10,Anonymised
954,6,7,Anonymised,Anonymised,Anonymised,1655317473.13944,246.911,Prolific,Anonymised,1,1,2,Anonymised,1,3,2,2,3,2,7,10,£80.00,1,,,Anonymised,2,4,6,7,8,9,10,10,10,4,3,2,2,1,Anonymised,5,7,10,Anonymised
903,6,7,Anonymised,Anonymised,Anonymised,1655317226.94007,499.038,Prolific,Anonymised,1,1,6,Anonymised,1,2,2,2,3,3,3,9,£70.00,1,,,Anonymised,2,4,9,6,7,7,9,10,11,3,3,2,2,1,Anonymised,4,6,9,Anonymised
861,6,7,Anonymised,Anonymised,Anonymised,1655317041.31172,686.969,Prolific,Anonymised,1,1,4,Anonymised,1,3,3,2,3,3,5,1,£1.00,1,,,Anonymised,1,0,11,10,10,10,11,10,9,5,4,1,2,2,Anonymised,5,7,10,Anonymised
873,6,7,Anonymised,Anonymised,Anonymised,1655317093.43206,641.346,Prolific,Anonymised,1,1,5,Anonymised,1,0,1,2,0,0,7,4,£20.00,2,,2,Anonymised,2,4,11,9,11,9,11,11,11,3,3,2,2,1,Anonymised,3,5,5,Anonymised
853,6,7,Anonymised,Anonymised,Anonymised,1655317016.42906,721.329,Prolific,Anonymised,1,2,3,Anonymised,1,5,5,1,5,5,12,10,£80.00,,1,,Anonymised,2,4,11,9,11,9,11,11,11,3,3,1,2,1,Anonymised,5,3,10,Anonymised
886,6,7,Anonymised,Anonymised,Anonymised,1655317159.79313,589.949,Prolific,Anonymised,1,3,4,Anonymised,1,2,1,2,1,1,11,10,£80.00,1,,,Anonymised,2,4,9,7,10,8,8,10,11,3,3,2,2,2,Anonymised,4,6,10,Anonymised
955,6,7,Anonymised,Anonymised,Anonymised,1655317474.64023,278.824,Prolific,Anonymised,1,2,2,Anonymised,1,3,4,2,3,3,5,6,£40.00,1,,,Anonymised,2,4,8,2,9,3,10,9,10,3,3,2,2,2,Anonymised,5,6,10,Anonymised
862,6,7,Anonymised,Anonymised,Anonymised,1655317044.68987,710.297,Prolific,Anonymised,1,1,3,Anonymised,1,2,3,2,2,0,12,2,£5.00,,1,,Anonymised,1,0,9,9,8,8,9,9,10,4,3,2,2,1,Anonymised,4,8,8,Anonymised
939,6,7,Anonymised,Anonymised,Anonymised,1655317404.05088,358.917,Prolific,Anonymised,1,1,4,Anonymised,1,2,2,2,2,4,3,2,£5.00,1,,,Anonymised,2,4,9,3,7,6,8,9,10,3,3,2,2,1,Anonymised,4,4,8,Anonymised
922,6,7,Anonymised,Anonymised,Anonymised,1655317288.46868,481.317,Prolific,Anonymised,1,1,2,Anonymised,1,3,1,2,1,1,5,7,£50.00,2,,2,Anonymised,1,0,4,3,8,7,7,7,7,3,3,2,2,1,Anonymised,5,8,10,Anonymised
911,6,7,Anonymised,Anonymised,Anonymised,1655317253.81622,518.765,Prolific,Anonymised,1,1,3,Anonymised,1,4,5,2,5,2,6,1,£1.00,1,,,Anonymised,2,4,10,8,11,11,11,11,11,4,5,2,2,1,Anonymised,3,8,9,Anonymised
819,6,7,Anonymised,Anonymised,Anonymised,1655316883.07941,893.98,Prolific,Anonymised,1,2,1,Anonymised,1,5,5,1,5,4,7,1,£1.00,1,,,Anonymised,1,0,11,6,11,7,11,11,11,4,4,1,1,1,Anonymised,5,4,10,Anonymised
947,6,7,Anonymised,Anonymised,Anonymised,1655317454.29521,323.424,Prolific,Anonymised,1,2,1,Anonymised,1,2,4,2,3,3,7,6,£40.00,1,,,Anonymised,2,4,9,6,10,7,9,10,11,4,3,1,2,1,Anonymised,5,7,10,Anonymised
972,6,7,Anonymised,Anonymised,Anonymised,1655317539.41971,246.47,Prolific,Anonymised,1,2,2,Anonymised,1,2,2,3,2,2,7,2,£5.00,1,,,Anonymised,2,4,10,6,11,7,7,8,9,5,4,1,2,1,Anonymised,4,7,10,Anonymised
885,6,7,Anonymised,Anonymised,Anonymised,1655317154.29057,632.444,Prolific,Anonymised,1,2,2,Anonymised,1,4,3,2,3,4,6,10,£80.00,1,,,Anonymised,1,0,9,9,10,10,10,10,10,3,3,1,2,1,Anonymised,5,6,10,Anonymised
876,6,7,Anonymised,Anonymised,Anonymised,1655317109.62894,678.373,Prolific,Anonymised,1,1,1,Anonymised,1,2,1,3,0,4,5,4,£20.00,1,,,Anonymised,2,4,9,7,8,7,8,9,9,3,3,2,2,1,Anonymised,5,5,10,Anonymised
847,6,7,Anonymised,Anonymised,Anonymised,1655316979.74054,815.287,Prolific,Anonymised,1,2,3,Anonymised,1,3,4,1,4,4,12,3,£10.00,,1,,Anonymised,1,0,10,9,10,9,10,10,11,5,5,1,1,2,Anonymised,5,3,10,Anonymised
929,6,7,Anonymised,Anonymised,Anonymised,1655317339.82195,464.187,Prolific,Anonymised,1,2,2,Anonymised,1,3,3,2,3,3,7,6,£40.00,2,,1,Anonymised,1,0,10,9,10,10,11,11,11,5,5,2,2,1,Anonymised,5,7,8,Anonymised
910,6,7,Anonymised,Anonymised,Anonymised,1655317250.89278,557.34,Prolific,Anonymised,1,2,1,Anonymised,1,2,2,4,2,3,1,5,£30.00,,2,4,Anonymised,1,0,11,9,9,6,9,10,10,3,3,1,1,1,Anonymised,5,1,10,Anonymised
852,6,7,Anonymised,Anonymised,Anonymised,1655317005.06982,810.839,Prolific,Anonymised,1,2,1,Anonymised,1,2,2,2,0,5,4,9,£70.00,2,,1,Anonymised,1,0,9,9,8,8,11,11,11,3,4,2,1,1,Anonymised,4,10,10,Anonymised
975,6,7,Anonymised,Anonymised,Anonymised,1655317546.67508,270.232,Prolific,Anonymised,1,2,2,Anonymised,1,2,2,2,2,4,7,3,£10.00,1,,,Anonymised,1,0,11,8,11,8,11,11,11,5,5,1,2,2,Anonymised,4,5,9,Anonymised
916,6,7,Anonymised,Anonymised,Anonymised,1655317260.68486,566.557,Prolific,Anonymised,1,2,4,Anonymised,1,-3,0,4,2,4,3,4,£20.00,1,,,Anonymised,1,0,10,9,9,7,9,10,11,5,4,1,2,1,Anonymised,5,4,10,Anonymised
855,6,7,Anonymised,Anonymised,Anonymised,1655317020.83238,808.997,Prolific,Anonymised,1,2,2,Anonymised,1,2,2,2,-2,-2,12,2,£5.00,,1,,Anonymised,1,0,11,8,8,7,9,9,9,5,3,2,2,2,Anonymised,5,9,10,Anonymised
984,6,7,Anonymised,Anonymised,Anonymised,1655317559.52439,275.346,Prolific,Anonymised,1,2,4,Anonymised,1,2,3,2,3,3,4,4,£20.00,2,,1,Anonymised,2,4,8,7,8,7,9,9,10,3,3,2,2,1,Anonymised,4,3,10,Anonymised
823,6,7,Anonymised,Anonymised,Anonymised,1655316899.01584,938.888,Prolific,Anonymised,1,2,4,Anonymised,1,4,2,2,2,3,8,6,£40.00,1,,,Anonymised,2,4,11,11,10,9,9,10,10,3,3,2,2,2,Anonymised,5,4,8,Anonymised
926,6,7,Anonymised,Anonymised,Anonymised,1655317317.29956,525.391,Prolific,Anonymised,1,1,1,Anonymised,1,0,0,2,0,0,5,8,£60.00,2,,3,Anonymised,2,4,1,9,6,6,3,6,6,3,3,2,2,2,Anonymised,5,6,6,Anonymised
914,6,7,Anonymised,Anonymised,Anonymised,1655317255.42736,594.217,Prolific,Anonymised,1,2,1,Anonymised,1,3,5,2,3,1,6,1,£1.00,1,,,Anonymised,2,4,10,7,9,7,10,10,9,3,3,2,2,1,Anonymised,5,4,10,Anonymised
968,6,7,Anonymised,Anonymised,Anonymised,1655317528.92405,326.604,Prolific,Anonymised,1,2,3,Anonymised,2,2,3,2,2,2,3,6,£40.00,1,,,Anonymised,1,0,10,7,11,8,10,11,11,3,3,1,2,1,Anonymised,5,7,9,Anonymised
953,6,7,Anonymised,Anonymised,Anonymised,1655317467.30528,401.129,Prolific,Anonymised,1,2,4,Anonymised,1,4,2,2,3,3,3,4,£20.00,1,,,Anonymised,1,0,11,9,11,11,11,11,11,3,3,1,1,1,Anonymised,4,4,10,Anonymised
908,6,7,Anonymised,Anonymised,Anonymised,1655317249.43638,621.907,Prolific,Anonymised,1,1,3,Anonymised,1,1,2,2,1,1,2,8,£60.00,1,,,Anonymised,2,4,10,8,9,7,9,10,10,3,3,2,2,1,Anonymised,4,5,10,Anonymised
834,6,7,Anonymised,Anonymised,Anonymised,1655316946.63756,932.349,Prolific,Anonymised,1,1,4,Anonymised,1,4,3,3,2,2,8,4,£20.00,1,,,Anonymised,2,4,11,8,10,8,10,10,10,3,3,2,1,2,Anonymised,4,7,9,Anonymised
943,6,7,Anonymised,Anonymised,Anonymised,1655317439.06172,441.048,Prolific,Anonymised,1,2,2,Anonymised,1,1,3,2,2,2,4,3,£10.00,1,,,Anonymised,1,0,9,9,8,8,9,9,9,3,3,2,2,1,Anonymised,4,5,10,Anonymised
995,6,7,Anonymised,Anonymised,Anonymised,1655317580.06539,302.917,Prolific,Anonymised,1,1,1,Anonymised,1,2,3,2,-3,5,6,5,£30.00,1,,,Anonymised,1,0,10,9,10,9,10,11,11,3,3,2,1,2,Anonymised,5,10,10,Anonymised
898,6,7,Anonymised,Anonymised,Anonymised,1655317183.56142,707.412,Prolific,Anonymised,1,1,1,Anonymised,1,4,1,3,-3,5,12,3,£10.00,,1,,Anonymised,2,4,10,4,9,3,6,8,11,1,3,2,1,2,Anonymised,4,2,9,Anonymised
946,6,7,Anonymised,Anonymised,Anonymised,1655317449.42631,443.793,Prolific,Anonymised,1,1,2,Anonymised,1,2,2,2,1,3,7,7,£50.00,1,,,Anonymised,2,4,10,7,8,7,7,8,8,3,3,1,1,1,Anonymised,5,7,10,Anonymised
888,6,7,Anonymised,Anonymised,Anonymised,1655317166.1337,729.141,Prolific,Anonymised,1,2,1,Anonymised,2,3,1,2,1,1,6,10,£80.00,2,,1,Anonymised,1,0,9,8,7,7,9,9,10,4,3,1,2,2,Anonymised,3,1,9,Anonymised
907,6,7,Anonymised,Anonymised,Anonymised,1655317242.06827,656.537,Prolific,Anonymised,1,1,4,Anonymised,1,3,2,2,-1,4,12,2,£5.00,,1,,Anonymised,2,4,11,8,7,6,7,8,8,3,3,2,1,1,Anonymised,4,6,9,Anonymised
936,6,7,Anonymised,Anonymised,Anonymised,1655317390.60101,510.247,Prolific,Anonymised,1,2,3,Anonymised,1,-1,0,3,-1,2,4,8,£60.00,2,,2,Anonymised,2,4,9,6,6,4,6,6,6,3,3,2,2,2,Anonymised,5,5,8,Anonymised
992,6,7,Anonymised,Anonymised,Anonymised,1655317572.98063,344.401,Prolific,Anonymised,1,1,1,Anonymised,1,3,2,3,2,2,12,10,£80.00,,1,,Anonymised,2,4,10,8,9,7,11,11,10,3,3,1,1,2,Anonymised,5,6,10,Anonymised
952,6,7,Anonymised,Anonymised,Anonymised,1655317467.16974,454.813,Prolific,Anonymised,1,2,2,Anonymised,1,5,5,1,5,5,6,4,£20.00,1,,,Anonymised,2,4,11,9,11,9,11,11,11,3,3,1,1,1,Anonymised,5,6,10,Anonymised
956,6,7,Anonymised,Anonymised,Anonymised,1655317476.83008,450.422,Prolific,Anonymised,1,2,4,Anonymised,1,5,4,2,5,5,12,9,£70.00,,1,,Anonymised,2,4,11,8,11,9,11,11,11,3,3,2,1,2,Anonymised,5,2,10,Anonymised
961,6,7,Anonymised,Anonymised,Anonymised,1655317495.93614,438.843,Prolific,Anonymised,1,1,1,Anonymised,1,2,2,2,0,0,3,2,£5.00,1,,,Anonymised,1,0,10,8,9,8,9,10,10,3,3,2,2,1,Anonymised,5,6,10,Anonymised
942,6,7,Anonymised,Anonymised,Anonymised,1655317436.32856,504.329,Prolific,Anonymised,1,2,3,Anonymised,1,4,4,1,3,3,4,2,£5.00,1,,,Anonymised,1,0,10,7,10,7,10,8,10,4,4,2,2,1,Anonymised,4,5,10,Anonymised
917,6,7,Anonymised,Anonymised,Anonymised,1655317262.14959,681.368,Prolific,Anonymised,1,2,3,Anonymised,4,3,4,3,3,3,2,10,£80.00,1,,,Anonymised,1,0,9,8,9,9,9,10,11,2,2,1,2,1,Anonymised,5,5,10,Anonymised
991,6,7,Anonymised,Anonymised,Anonymised,1655317572.62973,375.319,Prolific,Anonymised,1,2,1,Anonymised,1,3,1,2,0,-1,9,2,£5.00,1,,,Anonymised,1,0,9,7,10,7,8,8,8,3,3,1,2,1,Anonymised,4,10,9,Anonymised
913,6,7,Anonymised,Anonymised,Anonymised,1655317254.99756,696.861,Prolific,Anonymised,1,2,3,Anonymised,1,2,5,2,4,4,4,4,£20.00,1,,,Anonymised,1,0,11,8,11,8,11,11,11,5,4,1,1,1,Anonymised,2,2,10,Anonymised
1003,6,7,Anonymised,Anonymised,Anonymised,1655317639.58384,313.549,Prolific,Anonymised,1,1,2,Anonymised,1,-3,-3,2,-3,-3,1,7,£50.00,,2,4,Anonymised,2,4,2,1,2,1,2,2,2,1,1,1,2,2,Anonymised,5,9,9,Anonymised
979,6,7,Anonymised,Anonymised,Anonymised,1655317555.11248,406.849,Prolific,Anonymised,1,1,4,Anonymised,1,4,2,2,2,5,3,8,£60.00,2,,1,Anonymised,1,0,1,1,9,7,8,9,10,3,4,2,2,1,Anonymised,3,10,10,Anonymised
1011,6,7,Anonymised,Anonymised,Anonymised,1655317679.46613,283.125,Prolific,Anonymised,1,1,2,Anonymised,1,2,2,2,-1,3,5,6,£40.00,2,,1,Anonymised,2,4,10,9,10,10,11,9,9,3,3,1,2,1,Anonymised,5,4,10,Anonymised
871,6,7,Anonymised,Anonymised,Anonymised,1655317085.32477,885.078,Prolific,Anonymised,1,2,1,Anonymised,1,1,2,3,-1,1,12,8,£60.00,,2,1,Anonymised,1,0,8,7,5,7,5,8,6,3,2,1,2,1,Anonymised,3,4,4,Anonymised
940,6,7,Anonymised,Anonymised,Anonymised,1655317409.58872,561.591,Prolific,Anonymised,1,2,2,Anonymised,1,5,5,1,5,5,4,10,£80.00,1,,,Anonymised,1,0,11,11,11,11,11,11,11,3,3,1,2,1,Anonymised,5,6,10,Anonymised
971,6,7,Anonymised,Anonymised,Anonymised,1655317532.65755,442.697,Prolific,Anonymised,1,1,2,Anonymised,1,2,1,2,0,0,4,8,£60.00,1,,,Anonymised,1,0,11,11,8,8,9,10,11,4,3,2,2,2,Anonymised,5,9,5,Anonymised
1001,6,7,Anonymised,Anonymised,Anonymised,1655317623.19425,356.502,Prolific,Anonymised,1,1,2,Anonymised,4,3,2,2,-4,4,4,1,£1.00,1,,,Anonymised,1,0,9,8,9,9,10,10,10,4,3,1,2,1,Anonymised,4,9,7,Anonymised
964,6,7,Anonymised,Anonymised,Anonymised,1655317512.93173,471.564,Prolific,Anonymised,1,2,3,Anonymised,1,2,3,2,2,3,4,10,£80.00,2,,2,Anonymised,2,4,10,4,9,3,11,11,11,1,3,1,2,2,Anonymised,5,5,10,Anonymised
951,6,7,Anonymised,Anonymised,Anonymised,1655317461.03624,523.498,Prolific,Anonymised,1,2,2,Anonymised,1,3,3,3,3,4,4,8,£60.00,1,,,Anonymised,2,4,11,7,9,9,10,10,10,3,3,1,2,1,Anonymised,5,7,8,Anonymised
1013,6,7,Anonymised,Anonymised,Anonymised,1655317693.81077,291.433,Prolific,Anonymised,1,1,2,Anonymised,1,0,1,4,0,0,7,1,£1.00,1,,,Anonymised,1,0,6,6,6,6,6,6,6,3,3,1,2,2,Anonymised,5,9,5,Anonymised
1004,6,7,Anonymised,Anonymised,Anonymised,1655317643.09634,351.167,Prolific,Anonymised,1,1,5,Anonymised,1,4,4,3,3,3,3,3,£10.00,1,,,Anonymised,2,4,11,8,10,8,11,11,11,4,3,1,1,1,Anonymised,5,7,9,Anonymised
989,6,7,Anonymised,Anonymised,Anonymised,1655317569.63232,429.247,Prolific,Anonymised,1,1,1,Anonymised,3,2,0,2,1,-1,12,8,£60.00,,1,,Anonymised,1,0,5,6,6,6,8,9,10,3,4,2,2,1,Anonymised,5,4,9,Anonymised
962,6,7,Anonymised,Anonymised,Anonymised,1655317495.98968,515.521,Prolific,Anonymised,1,2,3,Anonymised,1,2,0,4,0,0,4,10,£80.00,1,,,Anonymised,1,0,8,3,9,5,7,8,9,3,3,2,2,1,Anonymised,5,4,9,Anonymised
969,6,7,Anonymised,Anonymised,Anonymised,1655317529.10998,488.048,Prolific,Anonymised,1,2,3,Anonymised,1,2,4,1,3,3,5,6,£40.00,1,,,Anonymised,2,4,11,9,11,9,11,11,11,4,3,1,2,1,Anonymised,2,2,10,Anonymised
1018,6,7,Anonymised,Anonymised,Anonymised,1655317707.86872,309.832,Prolific,Anonymised,1,1,3,Anonymised,1,1,1,2,1,1,4,10,£80.00,1,,,Anonymised,1,0,11,11,8,7,8,9,10,3,3,1,1,1,Anonymised,5,3,10,Anonymised
1012,6,7,Anonymised,Anonymised,Anonymised,1655317688.76319,329.343,Prolific,Anonymised,1,1,1,Anonymised,3,2,3,2,1,4,6,4,£20.00,1,,,Anonymised,1,0,11,10,8,8,9,9,9,3,3,1,1,1,Anonymised,4,5,10,Anonymised
1027,6,7,Anonymised,Anonymised,Anonymised,1655317768.26874,251.587,Prolific,Anonymised,1,1,1,Anonymised,1,3,3,2,3,3,5,4,£20.00,1,,,Anonymised,1,0,9,9,9,9,9,9,9,4,4,2,1,1,Anonymised,2,7,8,Anonymised
973,6,7,Anonymised,Anonymised,Anonymised,1655317540.1403,483.035,Prolific,Anonymised,1,2,2,Anonymised,1,1,0,2,1,4,3,3,£10.00,1,,,Anonymised,2,4,7,3,6,4,4,8,10,3,3,1,2,1,Anonymised,5,8,8,Anonymised
1002,6,7,Anonymised,Anonymised,Anonymised,1655317633.49449,390.845,Prolific,Anonymised,1,1,4,Anonymised,1,3,4,2,4,4,10,5,£30.00,1,,,Anonymised,2,4,8,5,8,7,9,9,9,3,3,2,2,2,Anonymised,5,6,10,Anonymised
1015,6,7,Anonymised,Anonymised,Anonymised,1655317695.49588,339.057,Prolific,Anonymised,1,1,4,Anonymised,1,3,3,3,3,3,5,3,£10.00,1,,,Anonymised,1,0,10,8,10,9,10,10,10,4,4,2,2,1,Anonymised,2,7,10,Anonymised
987,6,7,Anonymised,Anonymised,Anonymised,1655317563.42265,485.578,Prolific,Anonymised,1,1,4,Anonymised,1,1,1,4,0,4,5,1,£1.00,1,,,Anonymised,1,0,10,8,10,8,9,9,10,3,3,2,2,1,Anonymised,5,8,10,Anonymised
999,6,7,Anonymised,Anonymised,Anonymised,1655317594.29356,459.238,Prolific,Anonymised,1,1,2,Anonymised,1,3,5,2,5,4,5,7,£50.00,2,,2,Anonymised,2,4,10,8,10,10,11,11,10,4,3,1,1,2,Anonymised,5,5,10,Anonymised
985,6,7,Anonymised,Anonymised,Anonymised,1655317561.67799,494.572,Prolific,Anonymised,1,2,1,Anonymised,1,1,2,2,2,2,8,3,£10.00,1,,,Anonymised,2,4,11,9,9,8,8,9,10,4,4,1,2,1,Anonymised,4,5,10,Anonymised
990,6,7,Anonymised,Anonymised,Anonymised,1655317570.85551,486.464,Prolific,Anonymised,1,1,2,Anonymised,4,-1,2,2,2,2,5,6,£40.00,2,,2,Anonymised,2,4,11,11,7,7,8,5,4,4,3,2,2,1,Anonymised,6,5,8,Anonymised
1016,6,7,Anonymised,Anonymised,Anonymised,1655317695.49686,363.613,Prolific,Anonymised,1,2,1,Anonymised,1,4,3,2,2,2,6,7,£50.00,1,,,Anonymised,2,4,11,7,10,7,7,9,8,4,3,1,2,1,Anonymised,4,6,8,Anonymised
1029,6,7,Anonymised,Anonymised,Anonymised,1655317796.41561,264.066,Prolific,Anonymised,1,1,1,Anonymised,4,3,1,2,1,1,2,8,£60.00,1,,,Anonymised,2,4,6,7,8,6,4,5,5,3,3,2,2,1,Anonymised,5,5,10,Anonymised
912,6,7,Anonymised,Anonymised,Anonymised,1655317254.82107,812.89,Prolific,Anonymised,1,2,4,Anonymised,1,3,4,1,4,4,11,1,£1.00,1,,,Anonymised,2,4,11,11,11,11,11,11,11,3,2,2,1,2,Anonymised,4,10,10,Anonymised
967,6,7,Anonymised,Anonymised,Anonymised,1655317522.87357,554.983,Prolific,Anonymised,1,2,4,Anonymised,1,3,3,3,3,3,12,6,£40.00,,2,1,Anonymised,1,0,10,7,9,8,10,10,10,3,3,1,2,1,Anonymised,3,1,10,Anonymised
996,6,7,Anonymised,Anonymised,Anonymised,1655317582.56208,502.035,Prolific,Anonymised,1,1,4,Anonymised,1,3,3,1,3,3,5,3,£10.00,1,,,Anonymised,2,4,11,11,11,11,11,11,11,5,5,1,1,1,Anonymised,5,2,10,Anonymised
977,6,7,Anonymised,Anonymised,Anonymised,1655317548.47529,538.719,Prolific,Anonymised,1,2,4,Anonymised,4,4,4,2,4,3,6,9,£70.00,1,,,Anonymised,2,4,2,1,10,11,10,10,10,3,3,1,2,1,Anonymised,5,8,10,Anonymised
1032,6,7,Anonymised,Anonymised,Anonymised,1655317828.50531,261.254,Prolific,Anonymised,1,1,1,Anonymised,1,2,3,3,1,1,6,1,£1.00,1,,,Anonymised,1,0,11,10,8,5,8,9,10,4,4,1,2,1,Anonymised,5,6,9,Anonymised
